R1_CD Quilicura Basket_1, Holgura:0.0
R1_CD Quilicura Basket_2, Holgura:0.0
R1_CD Quilicura Basket_3, Holgura:0.0
R1_CD Quilicura Basket_4, Holgura:0.0
R1_CD Quilicura Basket_5, Holgura:0.0
R1_CD Quilicura Basket_6, Holgura:0.0
R1_CD Quilicura Basket_7, Holgura:0.0
R1_CD Quilicura Basket_8, Holgura:0.0
R1_CD Quilicura Basket_9, Holgura:0.0
R1_CD Quilicura Basket_10, Holgura:0.0
R1_CD Quilicura Basket_11, Holgura:0.0
R1_CD Quilicura Basket_12, Holgura:0.0
R1_CD Quilicura Basket_13, Holgura:0.0
R1_CD Quilicura Basket_14, Holgura:0.0
R1_CD Quilicura Basket_15, Holgura:0.0
R1_CD Arturo Prat de San Felipe_1, Holgura:0.0
R1_CD Arturo Prat de San Felipe_2, Holgura:0.0
R1_CD Arturo Prat de San Felipe_3, Holgura:0.0
R1_CD Arturo Prat de San Felipe_4, Holgura:0.0
R1_CD Arturo Prat de San Felipe_5, Holgura:0.0
R1_CD Arturo Prat de San Felipe_6, Holgura:0.0
R1_CD Arturo Prat de San Felipe_7, Holgura:0.0
R1_CD Arturo Prat de San Felipe_8, Holgura:0.0
R1_CD Arturo Prat de San Felipe_9, Holgura:0.0
R1_CD Arturo Prat de San Felipe_10, Holgura:0.0
R1_CD Arturo Prat de San Felipe_11, Holgura:0.0
R1_CD Arturo Prat de San Felipe_12, Holgura:0.0
R1_CD Arturo Prat de San Felipe_13, Holgura:0.0
R1_CD Arturo Prat de San Felipe_14, Holgura:0.0
R1_CD Arturo Prat de San Felipe_15, Holgura:0.0
R1_Club Atlético Puerto Varas_1, Holgura:0.0
R1_Club Atlético Puerto Varas_2, Holgura:0.0
R1_Club Atlético Puerto Varas_3, Holgura:0.0
R1_Club Atlético Puerto Varas_4, Holgura:0.0
R1_Club Atlético Puerto Varas_5, Holgura:0.0
R1_Club Atlético Puerto Varas_6, Holgura:0.0
R1_Club Atlético Puerto Varas_7, Holgura:0.0
R1_Club Atlético Puerto Varas_8, Holgura:0.0
R1_Club Atlético Puerto Varas_9, Holgura:0.0
R1_Club Atlético Puerto Varas_10, Holgura:0.0
R1_Club Atlético Puerto Varas_11, Holgura:0.0
R1_Club Atlético Puerto Varas_12, Holgura:0.0
R1_Club Atlético Puerto Varas_13, Holgura:0.0
R1_Club Atlético Puerto Varas_14, Holgura:0.0
R1_Club Atlético Puerto Varas_15, Holgura:0.0
R1_CD AB Temuco_1, Holgura:0.0
R1_CD AB Temuco_2, Holgura:0.0
R1_CD AB Temuco_3, Holgura:0.0
R1_CD AB Temuco_4, Holgura:0.0
R1_CD AB Temuco_5, Holgura:0.0
R1_CD AB Temuco_6, Holgura:0.0
R1_CD AB Temuco_7, Holgura:0.0
R1_CD AB Temuco_8, Holgura:0.0
R1_CD AB Temuco_9, Holgura:0.0
R1_CD AB Temuco_10, Holgura:0.0
R1_CD AB Temuco_11, Holgura:0.0
R1_CD AB Temuco_12, Holgura:0.0
R1_CD AB Temuco_13, Holgura:0.0
R1_CD AB Temuco_14, Holgura:0.0
R1_CD AB Temuco_15, Holgura:0.0
R1_Club Andino de Los Ángeles_1, Holgura:0.0
R1_Club Andino de Los Ángeles_2, Holgura:0.0
R1_Club Andino de Los Ángeles_3, Holgura:0.0
R1_Club Andino de Los Ángeles_4, Holgura:0.0
R1_Club Andino de Los Ángeles_5, Holgura:0.0
R1_Club Andino de Los Ángeles_6, Holgura:0.0
R1_Club Andino de Los Ángeles_7, Holgura:0.0
R1_Club Andino de Los Ángeles_8, Holgura:0.0
